idx,text,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
1452,i did not want to feel rushed through the program,3,1,10,89.52,1,98.38,20.23,10,20,100,80,60,10,10,10,0,0,0,0,0,10,10,0,20,10,0,0,10,30,0,0,0,0,0,0,30,0,30,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,10,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,i would really love to be with him but not as a friend and not because he feels guilty or sorry for me,0,1,23,4.38,1,74.45,20.23,23,4.35,100,86.96,78.26,17.39,17.39,8.7,0,0,8.7,0,0,4.35,4.35,0,17.39,8.7,4.35,21.74,8.7,13.04,4.35,0,0,0,0,0,39.13,0,39.13,8.7,4.35,4.35,4.35,4.35,17.39,0,17.39,8.7,8.7,8.7,0,8.7,0,0,8.7,0,13.04,4.35,4.35,0,0,0,0,8.7,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,i do think gt that for those who desire privacy and the camp out feel they would be gt terrific,1,1,20,15.41,69.2,7.03,90.5,20,10,80,75,60,25,15,5,0,0,0,5,10,15,5,0,10,15,0,5,0,25,5,0,0,0,0,0,20,0,20,10,0,10,0,0,0,0,10,5,0,10,5,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,10,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,i cant feel dont turn your back on me i wont be ignored time wont heal dont turn your back on me i wont be ignored,0,1,26,1,1,99,20.23,26,7.69,100,88.46,65.38,26.92,26.92,19.23,0,7.69,0,0,0,7.69,0,0,7.69,30.77,0,0,23.08,53.85,0,0,0,0,0,0,7.69,0,7.69,3.85,0,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,26.92,7.69,7.69,7.69,0,0,3.85,0,7.69,15.38,11.54,0,0,0,0,0,0,0,0,0,0,0,0
1456,i was younger i used to feel homesick,0,1,8,26.1,1,99,1,8,25,100,87.5,50,25,25,25,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,37.5,12.5,0,0,0,0,0,25,0,25,12.5,12.5,0,0,0,0,0,12.5,0,12.5,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,12.5,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,i rarely respond to the comments made unless i have what i feel is a very important and specific reason for doing so,1,1,23,4.38,1,98.67,84.9,23,17.39,95.65,91.3,69.57,17.39,13.04,13.04,0,0,0,0,4.35,8.7,8.7,0,8.7,13.04,13.04,13.04,0,26.09,8.7,0,0,0,0,0,21.74,0,21.74,8.7,13.04,0,0,0,4.35,0,4.35,4.35,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,4.35,0,0,0,0,0,4.35,4.35,4.35,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,i feel tender when i have not done anything,2,1,9,1,1,99,99,9,11.11,100,100,77.78,33.33,22.22,22.22,0,0,0,0,11.11,0,0,0,0,22.22,11.11,11.11,11.11,33.33,11.11,0,0,0,0,0,33.33,0,33.33,11.11,0,0,11.11,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,0,0,0,11.11,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,i never feel like anythings getting resolved with my counseling so i just drift away,1,1,15,3.8,1,99,20.23,15,26.67,100,93.33,66.67,26.67,20,20,0,0,0,0,6.67,6.67,0,0,20,0,20,6.67,6.67,26.67,0,0,0,0,0,0,26.67,6.67,20,13.33,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,13.33,20,0,6.67,6.67,0,0,6.67,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,i swear and i mean this if the browns fail me tomorrow night and make me feel like an idiot for not trusting my gut feeling that they are going to lose tomorrow i m not picking them to win again all season,1,1,43,24.69,1,99,56.53,43,11.63,95.35,72.09,55.81,23.26,18.6,13.95,0,0,0,4.65,4.65,13.95,4.65,0,9.3,2.33,2.33,6.98,4.65,23.26,2.33,2.33,9.3,2.33,6.98,0,18.6,2.33,16.28,4.65,2.33,0,2.33,0,6.98,0,9.3,4.65,2.33,0,0,0,0,0,0,2.33,9.3,4.65,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,2.33,0,9.3,6.98,0,2.33,0,0,0,4.65,11.63,0,6.98,9.3,0,0,0,0,0,0,0,0,0,0,0,0
1461,im feeling generous this week,1,1,5,1,1,99,99,5,40,100,60,40,40,20,20,0,0,0,0,20,20,0,0,0,20,0,0,0,20,0,20,0,0,0,0,20,0,20,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,20,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,i left the theater feeling sad and alone the sudden realization of my own fleeting mortality weighing down each and every step,0,1,22,81.89,5.27,99,1,22,27.27,95.45,63.64,50,9.09,9.09,9.09,0,0,0,0,0,22.73,9.09,0,9.09,0,4.55,9.09,0,0,13.64,9.09,4.55,0,0,4.55,13.64,4.55,9.09,9.09,0,0,0,0,0,0,4.55,0,4.55,4.55,0,4.55,0,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,18.18,0,4.55,9.09,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,i am definitely feeling the effects of the progesterone in two ways my breasts are tender and i m tired,2,1,20,54.7,1,98.38,20.23,20,25,85,70,60,15,15,15,0,0,0,0,0,20,10,5,10,10,5,5,0,10,10,5,0,0,0,0,15,0,15,10,5,0,0,5,0,0,10,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,5,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,i will try and stay focused in order to avoid that feeling of a reluctant finish,4,1,16,89.52,11.66,89.39,20.23,16,18.75,100,62.5,50,12.5,6.25,6.25,0,0,0,0,6.25,12.5,6.25,0,18.75,6.25,0,6.25,0,18.75,0,0,18.75,0,12.5,6.25,12.5,0,12.5,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,6.25,25,6.25,0,12.5,0,0,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0
1465,i never know how to talk to people after shows i always feel a bit dazed so i hope they didnt think i was rude,5,1,25,1.9,1,99,20.23,25,0,92,88,60,20,20,16,0,0,0,4,0,4,4,0,12,8,16,8,8,28,4,4,0,0,0,0,32,8,24,16,4,4,4,0,4,0,8,4,4,8,4,4,0,4,0,0,12,8,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,4,0,0,0,0,0,4,12,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1466,i feel that this experience has convinced me all the more that we need prayer for our country,1,1,18,10.19,92.24,77.17,20.23,18,16.67,94.44,77.78,66.67,38.89,22.22,11.11,11.11,0,0,0,16.67,38.89,5.56,0,5.56,5.56,0,0,0,16.67,5.56,11.11,11.11,11.11,0,0,22.22,5.56,16.67,11.11,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,5.56,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,16.67,11.11,0,0,5.56,0,0,5.56,0,0,11.11,5.56,0,0,0,0,0,0,0,0,0,0,0,0
1467,i seek out pain to feel tortured just to feel something,4,1,11,89.52,5.27,99,1,11,18.18,100,72.73,54.55,18.18,9.09,9.09,0,0,0,0,9.09,0,0,0,27.27,0,9.09,0,0,18.18,0,0,0,0,0,0,27.27,0,27.27,18.18,0,0,9.09,0,0,0,18.18,0,18.18,18.18,0,18.18,0,0,0,0,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,27.27,45.45,9.09,0,9.09,0,0,27.27,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,im feeling optimistic to finish out these last two weeks strong and probably continue with what i have been doing,1,1,20,8.11,3.95,99,99,20,20,100,80,65,20,10,10,0,0,0,0,10,10,0,5,15,20,5,5,0,20,10,10,10,0,5,5,10,0,10,5,0,0,5,0,0,0,10,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,5,0,0,5,20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,i already feel he is using us it feels weird because i havent even done anything there yet but i feel it coming like ministry coming at me,4,1,28,1,1,99,20.23,28,14.29,96.43,96.43,71.43,32.14,21.43,14.29,3.57,0,3.57,0,10.71,0,0,0,7.14,10.71,14.29,7.14,3.57,32.14,3.57,0,3.57,3.57,0,0,32.14,0,32.14,10.71,7.14,3.57,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,10.71,21.43,0,7.14,10.71,0,0,10.71,7.14,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,i did not care much about the number of viewers and the viewer ratings before but as the drama iris gained huge success i began to feel greedy,3,1,28,83.77,1,89.39,20.23,28,10.71,89.29,71.43,53.57,7.14,7.14,7.14,0,0,0,0,0,14.29,10.71,0,17.86,3.57,3.57,14.29,3.57,17.86,7.14,10.71,7.14,0,7.14,0,14.29,0,10.71,3.57,0,0,0,0,7.14,0,7.14,3.57,3.57,0,0,0,0,0,0,0,3.57,3.57,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,7.14,0,0,3.57,10.71,0,0,0,7.14,0,3.57,7.14,7.14,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,i realize how much my little family leans on me and it felt so overwhelming and i feel so inadequate,0,1,20,1,1,99,1,20,15,100,85,60,25,20,20,0,0,0,0,5,10,0,0,5,0,15,20,0,15,15,10,0,0,0,0,25,0,25,20,5,5,0,0,0,0,10,0,10,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,15,0,0,5,0,0,10,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,im feeling just a little bit pleased with myself,1,1,9,33.38,1,99,99,9,22.22,100,88.89,55.56,22.22,22.22,22.22,0,0,0,0,0,11.11,11.11,0,11.11,11.11,11.11,0,0,11.11,22.22,22.22,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,ive also been for a run which im feeling particularly virtuous about,1,1,12,1,1,99,99,12,25,100,75,75,25,16.67,16.67,0,0,0,0,8.33,8.33,8.33,0,16.67,25,25,8.33,0,25,0,0,0,0,0,0,16.67,0,16.67,8.33,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,0,0,0,8.33,0,16.67,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,i am no longer even remotely ok with my body and i feel ugly to the person who swore to love me,0,1,22,20.83,1.08,95.15,20.23,22,4.55,100,86.36,63.64,22.73,22.73,18.18,0,0,0,0,0,13.64,4.55,0,13.64,4.55,9.09,4.55,4.55,13.64,9.09,4.55,0,0,0,0,18.18,4.55,13.64,4.55,0,0,0,9.09,0,0,9.09,4.55,4.55,4.55,4.55,0,0,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,4.55,0,0,4.55,0,4.55,9.09,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0
1475,i did feel things it was often just repressed fear and anxiety and distrust,0,1,14,1,9.23,72.58,1,14,21.43,100,71.43,64.29,21.43,7.14,7.14,0,0,0,0,14.29,0,0,0,0,14.29,14.29,14.29,0,21.43,0,0,7.14,0,0,7.14,14.29,0,14.29,7.14,0,0,7.14,0,0,0,28.57,0,28.57,21.43,0,21.43,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,7.14,0,0,0,0,0,7.14,7.14,14.29,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,i just feel tender,2,1,4,1,1,99,99,4,0,100,100,50,25,25,25,0,0,0,0,0,0,0,0,0,0,25,0,0,25,25,0,0,0,0,0,25,0,25,25,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,i think one of the most important things is not to allow anything at all to make you feel fearful because fear and any of the other negative emotions pull down your vibration,4,1,33,84.76,40.06,71.27,1,33,21.21,96.97,87.88,66.67,15.15,9.09,3.03,0,6.06,0,0,6.06,24.24,6.06,3.03,18.18,3.03,0,6.06,3.03,15.15,15.15,9.09,3.03,0,0,3.03,30.3,3.03,27.27,6.06,9.09,0,6.06,0,6.06,0,15.15,3.03,9.09,9.09,0,6.06,6.06,0,0,0,9.09,3.03,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,9.09,0,3.03,3.03,0,0,3.03,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,i made my way to class feeling a sense of fond connection with childhood only to discover i was without supplies which stirred other memories,2,1,25,82.95,1,99,81.12,25,32,100,64,52,16,12,12,0,0,0,0,4,12,4,0,20,4,8,0,0,12,12,0,0,0,0,0,32,0,32,12,4,0,0,0,12,4,4,4,0,4,4,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,4,8,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,i really feel and i know the devil hates that its always been something he could use against me and im determined not to let him,1,1,26,1,1,94.47,1,26,11.54,100,92.31,73.08,34.62,23.08,15.38,0,0,7.69,0,11.54,11.54,3.85,0,7.69,11.54,7.69,7.69,3.85,30.77,0,0,0,0,0,0,38.46,3.85,34.62,11.54,3.85,3.85,3.85,3.85,7.69,0,3.85,0,3.85,3.85,0,3.85,0,3.85,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,3.85,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,3.85,0,0,0,0,0,3.85,3.85,3.85,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,i feel for them when things happen and i get excited when things work out well for them,1,1,18,1,40.06,96.01,99,18,5.56,100,88.89,72.22,33.33,22.22,11.11,0,0,0,11.11,11.11,0,0,0,16.67,0,16.67,16.67,0,16.67,0,0,0,0,0,0,5.56,0,5.56,5.56,0,0,0,0,0,0,11.11,11.11,0,5.56,5.56,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,11.11,5.56,0,0,0,0,0,5.56,11.11,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,i am feeling ok for my biostatistics course by my physiology course will be touchy,1,1,15,22.17,1,93.95,20.23,15,20,66.67,60,53.33,20,20,20,0,0,0,0,0,13.33,0,0,13.33,20,0,0,0,20,0,0,0,0,0,0,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,6.67,0,0,6.67,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,0
1482,i feel that they ignored the systemic nature of a pattern of sexual abuse and mishandling of reports of sexual abuse in the service of understandably wishing to defend and protect a friend and his reputation,0,1,36,98.16,56.63,1.17,1,36,27.78,86.11,63.89,50,11.11,8.33,2.78,0,0,2.78,2.78,2.78,16.67,11.11,0,19.44,0,0,8.33,0,8.33,5.56,0,8.33,0,0,8.33,8.33,0,8.33,5.56,0,2.78,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,8.33,2.78,0,0,0,0,0,5.56,0,0,0,2.78,0,0,0,0,5.56,0,0,5.56,0,0,5.56,0,0,0,0,0,5.56,0,0,0,2.78,0,0,0,0,0,2.78,0,5.56,8.33,2.78,0,2.78,0,0,2.78,0,2.78,2.78,2.78,0,0,0,0,0,0,0,0,0,0,0,0
1483,i feel like i am doomed to a life of sleep obsession,0,1,12,97.04,1,99,1,12,8.33,100,66.67,58.33,16.67,16.67,16.67,0,0,0,0,0,8.33,8.33,0,25,8.33,0,0,0,16.67,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16.67,8.33,0,0,0,0,8.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,i have had moments of feeling silently offended by egyptian youngsters who identified as egyptian even if they were born in the us labeling me as a white person even though they were in many ways more assimilated than me,3,1,40,32.63,40.06,99,2.86,40,25,92.5,70,65,15,15,7.5,0,0,0,5,0,10,5,0,17.5,10,7.5,12.5,0,12.5,5,5,0,0,0,0,12.5,0,12.5,5,0,0,2.5,0,7.5,0,2.5,0,2.5,2.5,0,2.5,0,2.5,0,0,17.5,2.5,0,0,2.5,0,0,15,0,0,0,0,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,10,0,0,5,0,2.5,2.5,7.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,i feel shocked that you d stoup to destinys child b,5,1,11,45.12,99,50.45,20.23,11,18.18,63.64,54.55,36.36,27.27,18.18,9.09,0,9.09,0,0,9.09,9.09,0,0,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,18.18,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,i feel the need to explain myself and my thoughts in ways that are clever funny or maybe even insightful,1,1,20,15.41,1,99,90.5,20,15,95,85,60,20,15,15,0,0,0,0,5,15,5,0,10,5,10,10,0,20,10,0,0,0,0,0,35,0,35,20,0,5,10,0,5,0,5,5,0,5,5,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,10,0,0,5,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,i would suggest volunteering to help people in need such as at the salvation army when you help others you learn to appreciate what you still have and feel worthwhile,1,1,30,30.37,98.75,39.59,99,30,16.67,100,73.33,60,20,13.33,3.33,0,10,0,0,6.67,6.67,3.33,0,16.67,6.67,6.67,10,0,16.67,3.33,0,10,6.67,0,3.33,20,0,20,10,0,6.67,0,0,3.33,0,16.67,16.67,0,3.33,3.33,0,0,0,0,0,36.67,23.33,13.33,0,0,3.33,3.33,13.33,0,0,0,0,3.33,3.33,0,0,3.33,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,3.33,0,0,20,6.67,0,0,3.33,0,0,3.33,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,i managed however to relax and enjoy the scenery feeling romantic and thoroughly enjoying our th anniversary cruise,2,1,18,19.76,40.06,96.01,99,18,44.44,88.89,55.56,44.44,11.11,11.11,5.56,5.56,0,0,0,0,11.11,5.56,0,5.56,0,11.11,16.67,0,5.56,5.56,0,11.11,11.11,0,0,16.67,0,16.67,5.56,0,0,0,0,5.56,0,16.67,16.67,0,11.11,11.11,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,11.11,0,5.56,0,0,0,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,i sometimes feel like a damaged product,0,1,7,99,1,99,20.23,7,42.86,85.71,57.14,42.86,14.29,14.29,14.29,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,28.57,0,28.57,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,i woke up feeling fine,1,1,5,89.52,1,99,99,5,20,100,80,40,20,20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,i feel impatient with brian s prolonged assertion of his alien encounter but nobody other than the victim could truly relate to repercussion of being molested,3,1,26,64.84,2.37,30.98,1,26,23.08,80.77,61.54,53.85,11.54,7.69,3.85,0,0,3.85,0,3.85,11.54,3.85,0,19.23,7.69,3.85,7.69,3.85,11.54,7.69,0,7.69,0,0,7.69,30.77,3.85,26.92,7.69,0,3.85,0,3.85,11.54,0,7.69,0,7.69,3.85,0,3.85,3.85,0,0,0,19.23,11.54,0,0,3.85,3.85,0,7.69,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,i can cope with his presence without feeling distressed if i can force myself into a quiet and resigned friendship,4,1,20,26.1,1,89.39,20.23,20,30,90,65,60,20,20,15,0,0,5,0,0,10,5,0,15,10,5,10,0,10,5,0,10,5,0,5,35,0,35,10,5,10,5,0,10,0,10,5,5,5,0,5,5,0,5,0,10,5,5,0,0,0,0,10,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,i wasn t feeling well but no specific issue,1,1,9,1.78,1,99,99,9,22.22,66.67,55.56,44.44,11.11,11.11,11.11,0,0,0,0,0,11.11,0,0,0,0,11.11,11.11,11.11,0,11.11,0,0,0,0,0,33.33,11.11,22.22,11.11,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
